r1_west_1,r1_west_2,r1_west_3,r1_west_4,r1_east_1,r1_east_2,r1_east_3,r1_east_4,qf_1,qf_2,qf_3,qf_4,sf_1,sf_2,champion
Локомотив,Динамо Минск,Торпедо,ЦСКА,Металлург,Авангард,Ак Барс,Салават Юлаев,Локомотив,Металлург,Авангард,Ак Барс,,,
